video_id,title,channel,published_at,description,source,comment_id,text,author,like_count,updated_at,cleaned_text,sentiment,compound,pos,neg,neu,confidence
QpzMWQvxXWk,,,2024-02-14 07:30:18+00:00,,youtube_comment,UgzqMSdwvY8aYov6IOp4AaABAg,Great content. I am doing a project in my uni where I need to do sentiment analysis on book reviews. This helped me a lot. Thanks.,@kaifahmedkhan,0.0,2024-02-14 07:30:18+00:00,Great content. I am doing a project in my uni where I need to do sentiment analysis on book reviews. This helped me a lot. Thanks.,positive,0.7906,0.226,0.0,0.774,0.774
QpzMWQvxXWk,,,2022-09-15 19:57:48+00:00,,youtube_comment,UgxFfHTMJH_SKzNiz2p4AaABAg,"Hey brother , you just provided the best NLP sentiment project , your channel deserve million+ subscriber , nd now I am just one new subscriber now to reach you there",@Nitesh717,6.0,2022-09-15 19:57:48+00:00,"Hey brother , you just provided the best NLP sentiment project , your channel deserve million+ subscriber , nd now I am just one new subscriber now to reach you there",positive,0.6486,0.155,0.0,0.845,0.845
QpzMWQvxXWk,,,2022-10-17 08:59:24+00:00,,youtube_comment,UgyxbnN5SgZWNmOgFmB4AaABAg,"Your channel is a gem, thanks so much for the free course.",@jerrywang3225,6.0,2022-10-17 08:59:24+00:00,"Your channel is a gem, thanks so much for the free course.",positive,0.7351,0.383,0.0,0.617,0.617
QpzMWQvxXWk,,,2024-09-29 17:18:23+00:00,,youtube_comment,Ugy_vzEzDOOpghb3K_t4AaABAg,Really good content. Liked and subscribed!,@ivanalonso1460,0.0,2024-09-29 17:18:23+00:00,Really good content. Liked and subscribed!,positive,0.7614,0.621,0.0,0.379,0.621
QpzMWQvxXWk,,,2023-09-03 20:44:11+00:00,,youtube_comment,UgwAbHN1Q7Ekf3xAgK54AaABAg,I am so happy to have discovered your channel. Many thanks friend.,@naderbazyari2,0.0,2023-09-03 20:44:11+00:00,I am so happy to have discovered your channel. Many thanks friend.,positive,0.8966,0.546,0.0,0.454,0.546
QpzMWQvxXWk,,,2024-01-14 16:32:43+00:00,,youtube_comment,UgzFFTiP5_bzMekpPwp4AaABAg,"Great work🎉🎉🎉🎉 ty for this amazing video .Your explanation , flow , content everything is up to the mark 🚩",@it029-shreyagandhi5,0.0,2024-01-14 16:32:43+00:00,"Great work ty for this amazing video .Your explanation , flow , content everything is up to the mark",positive,0.8885,0.396,0.0,0.604,0.604
QpzMWQvxXWk,,,2022-10-26 14:36:09+00:00,,youtube_comment,Ugxw0ApWmOXeTATCPEx4AaABAg,great!! i hope you will create video more than!! tkssssssssss,@thuhuong-it0107,2.0,2022-10-26 14:36:09+00:00,great!! i hope you will create video more than!! tkssssssssss,positive,0.8825,0.595,0.0,0.405,0.595
QpzMWQvxXWk,,,2023-09-04 20:22:10+00:00,,youtube_comment,UgyjlXSKbyRswEPhHN14AaABAg,Thanks for such a wonderful tutorial. I used your shared data on my own with Google Collab and worked so well. Just I had to download a few more libraries for tokenization. Wonderful content and I truly enjoyed it.,@farhadnikhashemi8681,2.0,2023-09-04 20:22:10+00:00,Thanks for such a wonderful tutorial. I used your shared data on my own with Google Collab and worked so well. Just I had to download a few more libraries for tokenization. Wonderful content and I truly enjoyed it.,positive,0.9667,0.403,0.0,0.597,0.597
QpzMWQvxXWk,,,2023-03-24 19:02:46+00:00,,youtube_comment,Ugybmbyyu54oeBDrc_p4AaABAg,"Really great, helped me a lot in my project!",@priyanshnegi03,2.0,2023-03-24 19:02:46+00:00,"Really great, helped me a lot in my project!",positive,0.6893,0.369,0.0,0.631,0.631
QpzMWQvxXWk,,,2023-08-21 15:36:08+00:00,,youtube_comment,UgzWMl0KRn-DYSRR0iF4AaABAg,Thank you so much. This tutorial helped me in my project. Thanks a lot.,@sindhumatipanigrahi3801,0.0,2023-08-21 15:36:08+00:00,Thank you so much. This tutorial helped me in my project. Thanks a lot.,positive,0.6597,0.31,0.0,0.69,0.69
QpzMWQvxXWk,,,2023-10-06 09:48:25+00:00,,youtube_comment,UgwpoE6UZMEZIcaNl_d4AaABAg,"I really liked this video a lot, it answered lot of my questions, thanks a lot.",@karthiksheggoju738,0.0,2023-10-06 09:48:25+00:00,"I really liked this video a lot, it answered lot of my questions, thanks a lot.",positive,0.7178,0.3,0.0,0.7,0.7
QpzMWQvxXWk,,,2025-07-20 07:08:41+00:00,,youtube_comment,UgyqIjHvbTN8Li5Y6KF4AaABAg,Excellent video,@nitinrao3541,0.0,2025-07-20 07:08:41+00:00,Excellent video,positive,0.5719,0.787,0.0,0.213,0.787
QpzMWQvxXWk,,,2022-12-23 18:30:55+00:00,,youtube_comment,UgyYZQESbGGFQAlrPVJ4AaABAg,"great content, perhaps the best material I found on sentiment analysis in youtube!!!",@ayushapoorva,2.0,2022-12-23 18:30:55+00:00,"great content, perhaps the best material I found on sentiment analysis in youtube!!!",positive,0.88,0.455,0.0,0.545,0.545
QpzMWQvxXWk,,,2023-02-08 10:57:57+00:00,,youtube_comment,UgyxkZ8uMomaXURcF2p4AaABAg,Your videos like gem to me learned a lot your use of modules packages are like cherry on cake. Currently I'm working as an Jr. Data scientist in KPMG but man oh man you taught me many things thank you 😊 🙏,@SaurabhSingh-oi5ev,12.0,2023-02-08 10:57:57+00:00,Your videos like gem to me learned a lot your use of modules packages are like cherry on cake. Currently I'm working as an Jr. Data scientist in KPMG but man oh man you taught me many things thank you,positive,0.6956,0.154,0.0,0.846,0.846
QpzMWQvxXWk,,,2023-09-05 07:16:20+00:00,,youtube_comment,UgyeBqZ_YAw8h3jREIZ4AaABAg,wow.  speechless. both you and ml.,@spicytuna08,0.0,2023-09-05 07:16:20+00:00,wow. speechless. both you and ml.,positive,0.5859,0.432,0.0,0.568,0.568
QpzMWQvxXWk,,,2023-07-08 11:33:19+00:00,,youtube_comment,UgzGbz-8NdQaafcNfcJ4AaABAg,I've watched bunch of ML videos and you are THE TOP! 👍👍👍,@SuperMjJang,0.0,2023-07-08 11:33:19+00:00,I've watched bunch of ML videos and you are THE TOP!,positive,0.4263,0.22,0.0,0.78,0.78
QpzMWQvxXWk,,,2025-05-12 05:43:32+00:00,,youtube_comment,UgxuTzR2P6jZSlour6h4AaABAg,Good reference 👍,@trendhibiscus7829,0.0,2025-05-12 05:43:32+00:00,Good reference,positive,0.4404,0.744,0.0,0.256,0.744
QpzMWQvxXWk,,,2023-09-07 15:24:23+00:00,,youtube_comment,Ugy7-fxBp7ndqh7cNKB4AaABAg,Extremely helpful! Thanks a bunch!,@finn-r5s,0.0,2023-09-07 15:24:23+00:00,Extremely helpful! Thanks a bunch!,positive,0.7818,0.696,0.0,0.304,0.696
QpzMWQvxXWk,,,2024-12-12 09:38:29+00:00,,youtube_comment,UgyOlROJCgXxcTbmQVl4AaABAg,"thank you for your videos. This video is useful for my project in the future. Instead of using English dataset, I can train the Vietnamese dataset!",@nguyenhuyhoangk18hcm37,0.0,2024-12-12 09:38:29+00:00,"thank you for your videos. This video is useful for my project in the future. Instead of using English dataset, I can train the Vietnamese dataset!",positive,0.69,0.192,0.0,0.808,0.808
QpzMWQvxXWk,,,2024-11-01 05:45:36+00:00,,youtube_comment,UgwiGNbKYlsGDGRhipt4AaABAg,Hi bro I am from india and I like your video and your explanation and english is so understandable love you bro❤❤❤❤,@world_news261,0.0,2024-11-01 05:45:36+00:00,Hi bro I am from india and I like your video and your explanation and english is so understandable love you bro,positive,0.7893,0.259,0.0,0.741,0.741
QpzMWQvxXWk,,,2024-06-23 06:49:36+00:00,,youtube_comment,Ugyvhu8RmWLpraV6HBV4AaABAg,"Really must watch video. I must say that I really like the way you explain things, it's so easy to understand and follow along. Thank you!",@KuchSapneApneBhi,0.0,2024-06-23 06:49:36+00:00,"Really must watch video. I must say that I really like the way you explain things, it's so easy to understand and follow along. Thank you!",positive,0.8529,0.289,0.0,0.711,0.711
QpzMWQvxXWk,,,2023-10-14 18:17:33+00:00,,youtube_comment,UgyMRa5JDnQfeBU8_kF4AaABAg,"I find the topic really interesting , the way you explain were pretty articulated and having a fundamental approach",@sachingupta5155,0.0,2023-10-14 18:17:33+00:00,"I find the topic really interesting , the way you explain were pretty articulated and having a fundamental approach",positive,0.7346,0.267,0.0,0.733,0.733
UpFqcfEyoLE,The Ultimate Guide to Sentiment Analysis using the Open AI API,Analytics with Adam,2024-03-12 14:15:04+00:00,Learn how to use the Open AI API to analyse sentiment of text using ChatGPT in Python. Become a sentiment analysis pro with ...,youtube_video,,,,,,,,,,,,
UpFqcfEyoLE,,,2024-03-26 01:01:33+00:00,,youtube_comment,Ugxv4FdWx73oGnJh_q54AaABAg,can you attach the code?,@rashmiumalkar3376,1.0,2024-03-26 01:01:33+00:00,can you attach the code?,neutral,0.0,0.0,0.0,1.0,1.0
UpFqcfEyoLE,,,2024-05-30 07:54:10+00:00,,youtube_comment,UgyANWcKV_pXXZ2q6MV4AaABAg,do you have a suggestion about how i can apply this to a large dataframe in a more efficient way ? This way it runs the promot iteratively and is very computationally and monetarily expensive.,@faresalawani7450,1.0,2024-05-30 07:54:10+00:00,do you have a suggestion about how i can apply this to a large dataframe in a more efficient way ? This way it runs the promot iteratively and is very computationally and monetarily expensive.,positive,0.4754,0.083,0.0,0.917,0.917
wdP9ykYaGq4,Sentiment Analysis | How May A.I. Help You ? Episode 2,Valorem Reply,2022-06-17 04:40:03+00:00,"Sentiment Analysis | How May A.I. Help You ? Automatically detect sentiments and opinions from text. Valorem Reply, part of the ...",youtube_video,,,,,,,,,,,,
wdP9ykYaGq4,,,2022-06-17 14:20:29+00:00,,youtube_comment,UgxqqljU4LwH3LBb8sZ4AaABAg,Nice,@thomaschacko7809,1.0,2022-06-17 14:20:29+00:00,Nice,positive,0.4215,1.0,0.0,0.0,1.0
